Gene_ID,Sample_1_Reads,Sample_2_Reads
DGAT2,347,36
DGAT2L6,0,0
DGAT2L7P,0,0
DGCR10,5,0
DGCR11,55,0
DGCR2,5011,10
DGCR5,98,2
DGCR6,886,0
DGCR6L,3197,0
DGCR8,853,240
DGCR9,34,0
DGKA,1305,0
DGKB,0,0
DGKD,1221,26
DGKE,673,0
DGKG,28,0
DGKH,507,6
DGKI,2,2
DGKK,2,2
DGKQ,827,0
DGKZ,2778,44
DGLUCY,317,0
DGUOK,3985,0
DHCR24,7266,498
DHCR7,9025,4
DHDDS,1382,4
DHDH,845,0
DHFR,1012,4
DHFR2,116,14
DHFRP3,0,0
DHH,0,0
DHODH,520,0
DHPS,5041,1
DHRS1,1553,0
DHRS11,1373,32
DHRS12,116,0
DHRS13,613,12
DHRS2,1546,20
DHRS3,5859,8
DHRS4,253,0
DHRS4-AS1,537,0
DHRS4L1,4,0
DHRS4L2,544,0
DHRS7,1604,2
DHRS7B,582,2
DHRS7C,0,0
DHRS9,72,0
DHRSX,0,0
DHTKD1,6836,0
DHX15,6042,2649
DHX16,0,0
DHX29,1871,3
DHX30,5314,38
DHX32,1386,0
DHX33,1158,108
DHX34,1286,0
DHX35,920,2
DHX36,3396,140
DHX37,1277,2
DHX38,7597,196
DHX40,2249,80
DHX57,536,8
DHX58,620,2
DHX8,2793,38
DHX9,3488,328
DIABLO,2780,2
DIAPH1,17859,108
DIAPH2,524,8
DIAPH3,3861,54
DICER1,1555,188
DICER1-AS1,73,0
DIDO1,2744,6
DIEXF,1108,2
DIMT1,1118,20
DIO1,6,0
DIO2,4,0
DIO3,2,0
DIO3OS,0,0
DIP2A,1073,12
DIP2B,2149,12
DIP2C,767,42
DIRAS1,206,0
DIRAS2,0,0
DIRAS3,2,0
DIRC1,0,0
DIRC2,751,16
DIRC3,12,0
DIS3,4765,1
DIS3L,887,2
DIS3L2,337,2
DISC1,4,0
DISC2,0,0
DISP1,46,0
DISP2,72,0
DISP3,4,0
DIXDC1,238,8
DKC1,4757,116
DKFZP434A062,0,0
DKFZP434H168,0,0
DKFZP434K028,5,0
DKFZp434L192,0,0
DKFZp451B082,0,0
DKFZP586I1420,116,0
DKFZp779M0652,2,0
DKK1,202,0
DKK2,2,6
DKK3,36,0
DKK4,0,0
DKKL1,93,0
DLAT,3978,2
DLC1,625,2
DLD,3166,106
DLEC1,4,0
DLEU1,262,0
DLEU2,48,0
DLEU2L,7,0
DLEU7,0,0
DLG1,6339,274
DLG1-AS1,11,0
DLG2,1,10
DLG3,1693,447
DLG4,1268,1288
DLG5,2917,39
DLG5-AS1,57,19
DLGAP1,6,10
DLGAP1-AS1,236,0
DLGAP1-AS2,255,0
DLGAP1-AS5,0,0
DLGAP2,4,0
DLGAP2-AS1,0,0
DLGAP3,12,2
DLGAP4,2805,941
DLGAP5,5310,0
DLK1,0,40
DLK2,106,18
DLL1,37,0
DLL3,210,0
DLL4,74,2
DLST,3853,2
DLX1,75,17
DLX2,32,10
DLX3,14,0
DLX4,36,0
DLX5,2,4
DLX6,2,12
DLX6-AS1,0,0
DMAC1,3258,0
DMAC2,2194,2
DMAP1,432,0
DMBT1,2,0
DMBT1P1,0,0
DMBX1,93,0
DMC1,158,0
DMD,28,204
DMGDH,34,0
DMKN,9046,0
DMP1,1,0
DMPK,2908,116
DMRT1,4,0
DMRT2,13,0
DMRT3,14,0
DMRTA1,28,0
DMRTA2,223,0
DMRTB1,0,0
DMRTC1,0,0
DMRTC1B,0,0
DMRTC2,0,0
DMTF1,854,221
DMTN,1108,4
DMWD,4022,20
DMXL1,881,104
DMXL2,993,12
DNA2,291,0
DNAAF1,1,0
DNAAF2,861,0
DNAAF3,1078,0
DNAAF4,31,0
DNAAF5,1677,0
DNAH1,68,10
DNAH10,57,0
DNAH11,313,0
DNAH12,3,0
DNAH14,1560,0
DNAH17,65,0
DNAH2,92,0
DNAH3,10,0
DNAH5,256,0
DNAH6,0,0
DNAH7,8,0
DNAH8,25,0
DNAH9,3,0
DNAI1,6,0
DNAI2,0,0
DNAJA1,9950,1188
DNAJA1P5,0,0
DNAJA2,8448,928
DNAJA3,4004,0
DNAJA4,1633,72
DNAJB1,21608,632
DNAJB11,16258,0
DNAJB12,675,80
DNAJB13,14,0
DNAJB14,1275,0
DNAJB2,2889,0
DNAJB3,0,0
DNAJB4,1174,450
DNAJB5,518,212
DNAJB6,2291,10
DNAJB7,50,0
DNAJB8,0,0
DNAJB8-AS1,0,0
DNAJB9,932,32
DNAJC1,1450,156
DNAJC10,2736,278
DNAJC11,823,0
DNAJC12,108,0
DNAJC13,1934,194
DNAJC14,1164,238
DNAJC15,902,2
DNAJC16,374,0
DNAJC17,228,0
DNAJC18,194,6
DNAJC19,1439,2
DNAJC2,1179,20
DNAJC21,2919,8
DNAJC22,70,2
DNAJC24,643,0
DNAJC25,1194,18
DNAJC25-GNG10,0,0
DNAJC27,163,2
DNAJC27-AS1,21,0
DNAJC28,20,0
DNAJC3,4691,18
DNAJC30,96,0
DNAJC3-AS1,445,0
DNAJC4,2627,0
DNAJC5,5218,0
DNAJC5B,2,0
DNAJC5G,3,0
DNAJC6,236,0
DNAJC7,2459,362
DNAJC8,5231,170
DNAJC9,2821,0
DNAJC9-AS1,18,0
DNAL1,508,0
DNAL4,919,42
DNALI1,8,0
DNASE1,294,0
DNASE1L1,602,2
DNASE1L2,54,0
DNASE1L3,0,0
DNASE2,8162,2
DNASE2B,0,0
DND1,1079,2
DNER,23,0
DNHD1,312,0
DNLZ,837,0
DNM1,394,1122
DNM1L,1862,174
DNM1P35,38,0
DNM1P41,0,0
DNM1P46,1,0
DNM2,17113,99
DNM3,15,2
DNMBP,75,4
DNMBP-AS1,2,0
DNMT1,8650,6
DNMT3A,1036,120
DNMT3B,1632,0
DNMT3L,6,0
DNPEP,2644,2
DNPH1,9255,0
DNTT,0,0
DNTTIP1,2023,2
DNTTIP2,3359,0
DOC2A,359,2
DOC2B,0,0
DOC2GP,3,0
DOCK1,1126,4
DOCK10,0,0
DOCK11,38,124
DOCK2,13,0
DOCK3,154,6
DOCK4,58,86
DOCK4-AS1,0,0
DOCK5,1116,16
DOCK6,3130,6
DOCK7,687,276
DOCK8,245,0
DOCK9,3093,12
DOHH,1744,2
DOK1,252,0
DOK2,0,0
DOK3,107,0
DOK4,2575,50
DOK5,2,28
DOK6,0,10
DOK7,165,2
DOLK,440,0
DOLPP1,1782,14
DONSON,2239,4
DOPEY1,331,34
DOPEY2,649,0
DOT1L,3512,3
DPAGT1,2510,44
DPCD,479,4
DPCR1,0,0
DPEP1,2,0
DPEP2,16,0
DPEP3,2,0
DPF1,256,90
DPF2,5749,76
DPF3,4,0
DPH1,511,2
DPH2,1318,0
DPH3,1204,0
DPH3P1,273,0
DPH5,1113,26
DPH6,292,0
DPH6-AS1,2,0
DPH7,1504,2
DPM1,5548,10
DPM2,3185,1
DPM3,2620,0
DPP10,0,0
DPP3,2887,2
DPP4,164,6
DPP6,0,0
DPP7,4116,2
DPP8,876,63
DPP9,4729,2
DPP9-AS1,16,0
DPPA2,0,0
DPPA2P3,0,0
DPPA3,0,0
DPPA4,0,0
DPPA5,4,0
DPRX,0,0
DPRXP4,4,0
DPT,0,0
DPY19L1,402,166
DPY19L2,0,0
DPY19L2P1,0,0
DPY19L2P2,8,0
DPY19L2P3,32,0
DPY19L2P4,0,0
DPY19L3,210,2
DPY19L4,3701,38
DPY30,4006,8
DPYD,1597,0
DPYS,0,2
DPYSL2,340,18
DPYSL3,15,126
DPYSL4,102,0
DPYSL5,203,0
DQX1,6,0
DR1,9691,90
DRAIC,7,0
DRAM1,1167,2
DRAM2,4337,1
DRAP1,38675,82
DRAXIN,4,0
DRC1,4,0
DRC3,37,0
DRC7,2,0
DRD1,2,0
DRD2,2,0
DRD3,0,0
DRD4,125,0
DRD5,0,0
DRG1,3620,214
DRG2,1405,12
DRGX,6,0
DRICH1,3,0
DROSHA,2369,24
DRP2,12,10
DSC1,14,0
DSC2,1609,0
DSC3,1741,0
DSCAM,0,0
DSCAM-AS1,0,0
DSCAML1,53,0
DSCC1,1225,0
DSCR10,0,0
DSCR3,1427,2
DSCR4,0,0
DSCR8,0,0
DSCR9,0,0
DSE,989,8
DSEL,2,10
DSG1,0,0
DSG2,3401,0
DSG3,299,0
DSG4,0,0
DSN1,3333,0
DSP,10066,20
DSPP,12,0
DST,2712,16
DSTN,12831,526
DSTNP2,222,0
DSTNP4,0,0
DSTYK,1296,20
DTD1,1872,0
DTD2,775,2
DTHD1,0,0
DTL,2610,0
DTNA,24,43
DTNB,879,58
DTNBP1,674,2
DTWD1,599,0
DTWD2,138,4
DTX1,60,2
DTX2,1282,1
DTX2P1-UPK3BP1-PMS2P11,63,1
DTX3,371,316
DTX3L,1909,0
DTX4,2341,38
DTYMK,1132,2
DUBR,88,0
DUOX1,125,0
DUOX2,27,0
DUOXA1,57,0
DUOXA2,9,0
DUPD1,0,0
DUS1L,3876,2
DUS2,1015,6
DUS3L,1212,2
DUS4L,332,0
DUSP1,1542,299
DUSP10,325,190
DUSP11,1154,0
DUSP12,1483,0
DUSP13,51,0
DUSP14,2609,14
DUSP15,57,0
DUSP16,1246,72
DUSP18,92,0
DUSP19,97,6
DUSP2,40,0
DUSP21,0,0
DUSP22,317,0
DUSP23,1845,4
DUSP26,2,0
DUSP27,0,0
DUSP28,152,0
DUSP3,2584,200
DUSP4,722,8
DUSP5,2403,142
DUSP5P1,30,0
DUSP6,451,345
DUSP7,1030,1160
DUSP8,547,0
DUSP9,869,6
DUT,5300,0
DUX4L1,0,0
DUX4L2,0,0
DUX4L3,0,0
DUX4L4,0,0
DUX4L5,0,0
DUX4L6,0,0
DUX4L7,0,0
DUX4L8,0,0
DUX4L9,0,0
DUXA,0,0
DVL1,7030,386
DVL2,4444,4
DVL3,15355,174
DWORF,0,0
DXO,0,0
DYDC1,1,0
DYDC2,0,0
DYM,490,0
DYNAP,0,0
DYNC1H1,14427,534
DYNC1I1,0,10
DYNC1I2,1600,208
DYNC1LI1,1966,0
DYNC1LI2,10207,357
DYNC2H1,54,10
DYNC2LI1,449,0
DYNLL1,7180,1090
DYNLL2,11237,1046
DYNLRB1,10920,18
DYNLRB2,0,0
DYNLT1,2291,4
DYNLT3,1012,2
DYRK1A,1294,692
DYRK1B,352,334
DYRK2,1193,138
DYRK3,72,0
DYRK4,524,0
DYSF,253,38
DYTN,1,0
DZANK1,46,0
DZIP1,1737,2
DZIP1L,54,0
DZIP3,461,6
E2F1,9617,2
E2F2,1239,0
E2F3,1455,272
E2F4,6751,10
E2F5,59,18
E2F6,476,0
E2F7,650,0
E2F8,149,0
E4F1,1282,4
EAF1,3137,0
EAF2,177,0
EAPP,1471,2
EARS2,1161,2
EBAG9,1240,0
EBF1,0,242
EBF2,2,2
EBF3,124,151
EBF4,55,2
EBI3,102,0
EBLN1,0,0
EBLN2,5,0
EBLN3P,2090,0
EBNA1BP2,4458,0
EBP,1880,4
EBPL,1216,0
ECD,748,0
ECE1,7849,62
ECE2,2786,24
ECEL1,34,4
ECEL1P2,10,0
ECH1,2068,3
ECHDC1,1092,2
ECHDC2,598,4
ECHDC3,433,2
ECHS1,9624,4
ECI1,4740,2
ECI2,810,2
ECM1,51,0
ECM2,290,0
ECRP,0,0
ECSCR,0,0
ECSIT,3262,0
ECT2,11835,16
ECT2L,6,0
EDA,16,12
EDA2R,0,2
EDAR,18,0
EDARADD,111,2
EDC3,2657,32
EDC4,6516,40
EDDM13,2,0
EDDM3A,0,0
EDDM3B,0,0
EDEM1,3769,20
EDEM2,829,24
EDEM3,770,230
EDF1,10787,4
EDIL3,8,0
EDN1,239,10
EDN2,205,0
EDN3,0,0
EDNRA,4,2
EDNRB,276,4
EDNRB-AS1,0,0
EDRF1,952,2
EEA1,683,12
EED,1608,442
EEF1A1,78716,2329
EEF1A1P9,20,248
EEF1A2,21219,0
EEF1AKMT1,76,0
EEF1AKMT2,2496,2
EEF1AKMT3,767,0
EEF1B2,6793,71
EEF1D,48185,4
EEF1DP3,12,0
EEF1E1,3214,16
EEF1G,36888,6014
EEF2,110432,808
EEF2K,1460,2
EEF2KMT,212,0
EEFSEC,1026,0
EEPD1,134,2
EFCAB1,20,0
EFCAB10,6,0
EFCAB11,321,0
EFCAB12,2,0
EFCAB13,107,0
EFCAB14,4437,2
EFCAB2,152,0
EFCAB3,0,0
EFCAB5,26,0
EFCAB6,6,0
EFCAB7,210,0
EFCAB8,14,0
EFCAB9,2,0
EFCC1,6,0
EFEMP1,591,42
EFEMP2,116,300
EFHB,0,0
EFHC1,143,0
EFHC2,27,0
EFHD1,70,0
EFHD2,11102,460
EFL1,629,26
EFNA1,1000,6
EFNA2,82,1
EFNA3,551,120
EFNA4,174,0
EFNA5,369,250
EFNB1,2149,308
EFNB2,1483,452
EFNB3,142,8
EFR3A,3895,28
EFR3B,61,0
EFS,63,0
EFTUD2,4168,504
EGF,88,0
EGFEM1P,0,0
EGFL6,0,0
EGFL7,1199,0
EGFL8,0,0
EGFLAM,6,0
EGFLAM-AS2,0,0
EGFR,3441,4
EGFR-AS1,5,0
EGLN1,3462,482
EGLN2,5623,326
EGLN3,1004,96
EGOT,4,0
EGR1,583,42
EGR2,6,16
EGR3,18,34
EGR4,0,0
EHBP1,1082,28
EHBP1L1,5669,10
EHD1,8894,2466
EHD2,2969,16
EHD3,82,4
EHD4,2996,248
EHF,5186,0
EHHADH,1110,0
EHMT1,2495,14
EHMT2,0,0
EI24,12599,108
EID1,1654,2
EID2,776,0
EID2B,347,0
EID3,7,0
EIF1,30230,6172
EIF1AD,2411,8
EIF1AX,3061,0
EIF1AY,0,0
EIF1B,1711,66
EIF1B-AS1,38,0
EIF2A,7527,22
EIF2AK1,9787,20
EIF2AK2,2228,0
EIF2AK3,1291,0
EIF2AK4,2106,10
EIF2B1,1926,14
EIF2B2,2538,0
EIF2B3,1083,10
EIF2B4,801,0
EIF2B5,3089,46
EIF2D,1979,2
EIF2S1,7763,948
EIF2S2,9323,100
EIF2S3,5571,84
EIF3A,7213,336
EIF3B,14168,6
EIF3C,605,72
EIF3CL,59,48
EIF3D,11825,226
EIF3E,22404,56
EIF3F,4156,2
EIF3G,9468,2
EIF3H,13685,46
EIF3I,7586,364
EIF3IP1,0,0
EIF3J,4357,782
EIF3J-AS1,768,0
EIF3K,7746,4
EIF3L,6272,16
EIF3M,5107,205
EIF4A1,22321,2302
EIF4A2,30643,4785
EIF4A3,9228,4
EIF4B,13336,110
EIF4E,1942,406
EIF4E1B,0,0
EIF4E2,1353,1232
EIF4E3,185,8
EIF4EBP1,5787,370
EIF4EBP2,1241,6
EIF4EBP3,12,0
EIF4ENIF1,851,32
EIF4G1,40024,3338
EIF4G2,23332,19449
EIF4G3,2217,1216
EIF4H,18082,146
EIF5,10224,1638
EIF5A,26813,11395
EIF5A2,1195,18
EIF5AL1,3703,3112
EIF5B,5645,350
EIF6,11005,38
EIPR1,1258,2
ELAC1,12,0
ELAC2,2061,2
ELANE,0,0
ELAVL1,5822,314
ELAVL2,303,72
ELAVL3,7,0
ELAVL4,0,16
ELF1,1596,64
ELF2,1759,208
ELF3,10993,0
ELF4,3638,0
ELF5,303,0
ELFN1,228,2
ELFN2,436,0
ELK1,2343,34
ELK3,609,76
ELK4,507,0
ELL,1857,0
ELL2,3833,338
ELL3,319,0
ELMO1,4,8
ELMO2,1692,16
ELMO3,1969,0
ELMOD1,11,2
ELMOD2,602,0
ELMOD3,472,0
ELMSAN1,2705,30
ELN,18,2
ELOA,1937,6
ELOA2,0,0
ELOA3,0,0
ELOA3B,0,0
ELOA3D,0,0
ELOA-AS1,74,0
ELOB,15119,140
ELOC,7150,90
ELOF1,3135,4
ELOVL1,3467,0
ELOVL2,60,0
ELOVL2-AS1,0,0
ELOVL3,82,0
ELOVL4,28,0
ELOVL5,6202,2
ELOVL6,1404,104
ELOVL7,1048,2
ELP1,2627,3
ELP2,681,0
ELP3,602,0
ELP4,689,0
ELP5,5086,0
ELP6,673,2
ELSPBP1,0,0
EMB,274,0
EMBP1,169,0
EMC1,2965,72
EMC10,19887,6
EMC2,3580,2
EMC3,2410,320
EMC3-AS1,517,0
EMC4,4051,788
EMC6,2773,484
EMC7,3543,206
EMC8,3841,0
EMC9,4411,0
EMCN,0,2
EMD,4331,0
EME1,584,0
EME2,79,0
EMG1,3023,0
EMID1,304,2
EMILIN1,31,0
EMILIN2,159,0
EMILIN3,20,0
EML1,177,0
EML2,6801,46
EML2-AS1,76,0
EML3,1684,37
EML4,2828,50
EML5,203,8
EML6,48,4
EMP1,21081,6
EMP2,3027,0
EMP3,333,0
EMSY,719,374
EMX1,14,0
EMX2,8,216
EMX2OS,8,4
EN1,117,96
EN2,385,0
ENAH,9362,882
ENAM,0,0
ENC1,870,40
ENDOD1,1002,4
ENDOG,985,0
ENDOU,5,0
ENDOV,1013,0
ENG,1399,70
ENGASE,1284,11
ENHO,26,10
ENKD1,1583,2
ENKUR,15,0
ENO1,46723,45
ENO1-AS1,39,0
ENO2,3427,18
ENO3,103,86
ENO4,3,0
ENOPH1,3659,0
ENOSF1,795,2
ENOX1,26,0
ENOX2,718,30
ENPEP,43,4
ENPP1,31,0
ENPP2,10,4
ENPP3,2,2
ENPP4,1103,0
ENPP5,398,10
ENPP6,48,0
ENPP7,0,0
ENSA,3508,248
ENTHD1,0,0
ENTPD1,160,0
ENTPD1-AS1,10,0
ENTPD2,439,0
ENTPD3,12,0
ENTPD3-AS1,58,0
ENTPD4,540,0
ENTPD5,262,2
ENTPD6,1790,5
ENTPD7,157,16
ENTPD8,26,0
ENY2,4812,1792
EOGT,325,0
EOMES,18,2
EP300,1970,295
EP400,2370,2
EP400NL,264,0
EPAS1,3621,28
EPB41,1357,30
EPB41L1,5908,562
EPB41L2,1248,809
EPB41L3,40,231
EPB41L4A,190,2
EPB41L4A-AS1,1758,0
EPB41L4A-AS2,16,0
EPB41L4B,1181,12
EPB41L5,1591,6
EPB42,5,0
EPC1,404,242
EPC2,386,690
EPCAM,10200,2
EPDR1,314,2
EPG5,477,2
EPGN,35,0
EPHA1,903,4
EPHA10,181,0
EPHA1-AS1,2,0
EPHA2,19506,28
EPHA3,6,16
EPHA4,172,68
EPHA5,4,4
EPHA5-AS1,1,0
EPHA6,20,0
EPHA7,16,40
EPHA8,35,0
EPHB1,14,0
EPHB2,1274,68
EPHB3,1051,8
EPHB4,6759,14
EPHB6,292,0
EPHX1,6659,0
EPHX2,239,0
EPHX3,2,0
EPHX4,189,0
EPM2A,103,4
EPM2AIP1,242,2
EPN1,37448,228
EPN2,2497,2
EPN3,227,0
EPO,0,0
EPOP,1484,4
EPOR,209,2
EPPIN,6,0
EPPK1,1669,6
EPRS,9739,158
EPS15,1103,164
EPS15L1,1601,8
EPS8,4648,10
EPS8L1,4031,0
EPS8L2,3660,7
EPS8L3,2,2
EPSTI1,264,0
EPX,7,0
EPYC,0,0
EQTN,3,0
ERAL1,3312,0
ERAP1,1515,4
ERAP2,1306,4
ERAS,4,0
ERBB2,3642,2
ERBB3,2269,10
ERBB4,2,0
ERBIN,3927,265
ERC1,3822,50
ERC2,14,2
ERC2-IT1,0,0
ERCC1,1621,2
ERCC2,4256,8
ERCC3,3119,18
ERCC4,403,0
ERCC5,1826,0
ERCC6,348,32
ERCC6L,504,0
ERCC6L2,173,16
ERCC8,327,0
EREG,1360,0
ERF,3568,450
ERFE,43,0
ERG,2,2
ERG28,2019,246
ERGIC1,9124,30
ERGIC2,2099,100
ERGIC3,10096,194
ERH,10277,226
ERI1,618,2
ERI2,445,0
ERI3,2658,606
ERICH1,298,0
ERICH2,0,0
ERICH3,0,0
ERICH4,0,0
ERICH5,153,0
ERICH6,12,0
ERICH6B,0,0
ERLEC1,2750,96
ERLIN1,1647,98
ERLIN2,732,80
ERMAP,54,0
ERMARD,106,0
ERMN,0,0
ERMP1,4967,2
ERN1,908,1
ERN2,10,0
ERO1A,9774,2
ERO1B,530,0
ERP27,120,0
ERP29,4098,10
ERP44,4678,274
ERRFI1,5888,14
ERV3-1,193,0
ERVFRD-1,0,0
ERVK13-1,121,0
ERVMER34-1,22,0
ERVV-1,0,0
ERVV-2,0,0
ERVW-1,0,0
ESAM,377,2
ESCO1,1274,69
ESCO2,487,0
ESD,888,8
ESF1,1112,70
ESM1,182,6
ESPL1,2577,0
ESPN,1136,2
ESPNL,10,0
ESPNP,37,0
ESR1,438,0
ESR2,37,0
ESRG,0,0
ESRP1,12106,0
ESRP2,2017,6
ESRRA,8361,428
ESRRB,10,0
ESRRG,0,2
ESS2,1500,0
ESX1,0,0
ESYT1,3921,30
ESYT2,7368,28
ESYT3,130,0
ETAA1,297,0
ETDB,0,0
ETF1,11663,3558
ETFA,13343,58
ETFB,17231,4
ETFBKMT,14,0
ETFDH,755,2
ETFRF1,320,0
ETHE1,3095,2
ETNK1,2204,32
ETNK2,2089,2
ETNPPL,2,0
ETS1,5187,224
ETS2,3199,2
ETV1,182,82
ETV2,26,0
ETV3,1184,71
ETV3L,3,43
ETV4,2860,176
ETV5,6224,28
ETV6,1410,138
ETV7,120,0
EVA1A,623,0
EVA1B,247,2
EVA1C,481,2
EVC,269,6
EVC2,0,0
EVI2A,0,0
EVI2B,14,0
EVI5,1225,42
EVI5L,3780,0
EVL,964,8
EVPL,1614,0
EVPLL,82,0
EVX1,0,0
EVX2,2,10
EWSAT1,4,0
EWSR1,5976,2048
EXD1,6,0
EXD2,944,6
EXD3,474,0
EXO1,2433,0
EXO5,352,0
EXOC1,1117,70
EXOC1L,0,0
EXOC2,683,0
EXOC3,3212,0
EXOC3-AS1,246,0
EXOC3L1,62,0
EXOC3L2,13,0
EXOC3L4,32,0
EXOC4,2305,168
EXOC5,3405,194
EXOC6,338,6
EXOC6B,273,96
EXOC7,2737,10
EXOC8,1012,0
EXOG,93,0
EXOSC1,1198,0
EXOSC10,1618,2
EXOSC2,1550,2
EXOSC3,1448,30
EXOSC4,2699,0
EXOSC5,3031,0
EXOSC6,899,0
EXOSC7,2936,36
EXOSC8,1691,0
EXOSC9,1115,0
EXPH5,326,0
EXT1,5669,7388
EXT2,3844,0
EXTL1,13,0
EXTL2,340,0
EXTL3,2184,284
EYA1,2,20
EYA2,28,0
EYA3,382,30
EYA4,38,10
EYS,5,0
EZH1,709,16
EZH2,1064,227
EZR,14038,10
F10,9,0
F11,1,0
F11-AS1,0,0
F11R,20606,4
F12,989,0
F13A1,3,0
F13B,2,0
F2,0,4
F2R,58,0
F2RL1,902,0
F2RL2,2,0
F2RL3,24,0
F3,15709,0
F5,11,2
F7,0,2
F8,119,2
F8A1,11,0
F8A2,4,0
F8A3,4,0
F9,4,0
FA2H,2304,0
FAAH,347,2
FAAH2,62,0
FAAHP1,29,0
FAAP100,1111,0
FAAP20,1055,0
FAAP24,178,0
FABP1,0,0
FABP12,0,0
FABP2,0,0
FABP3,77,0
FABP4,0,0
FABP5,21,0
FABP5P3,0,0
FABP6,269,0
FABP7,0,4
FABP9,0,0
FADD,1559,0
FADS1,1622,14
FADS2,1415,0
FADS3,1869,190
FADS6,10,0
FAF1,2370,381
FAF2,3886,218
FAH,843,0
FAHD1,499,0
FAHD2A,709,0
FAHD2B,1088,0
FAHD2CP,74,0
FAIM,266,0
FAIM2,0,0
FAM102A,6363,0
FAM102B,950,54
FAM103A1,59,0
FAM104A,1782,0
FAM104B,147,0
FAM105A,192,0
FAM106A,0,0
FAM106CP,16,0
FAM107A,0,0
FAM107B,2386,24
FAM109A,851,4
FAM109B,28,0
FAM110A,4234,0
FAM110B,4,24
FAM110C,984,0
FAM110D,12,0
FAM111A,1271,2
FAM111B,802,0
FAM114A1,1909,0
FAM114A2,610,12
FAM117A,1453,10
FAM117B,242,10
FAM118A,989,2
FAM118B,1069,10
FAM120A,8518,2814
FAM120AOS,1755,0
FAM120B,421,0
FAM120C,118,38
FAM122A,362,158
FAM122B,3698,4
FAM122C,336,0
FAM124A,6,0
FAM124B,0,0
FAM126A,1018,24
FAM126B,1286,16
FAM129A,1398,0
FAM129B,24502,90
FAM129C,4,0
FAM131A,2209,14
FAM131B,57,8
FAM131C,352,0
FAM133A,2,0
FAM133B,246,0
FAM133CP,4,0
FAM133DP,160,6
FAM135A,512,128
FAM135B,0,0
FAM136A,2347,0
FAM136BP,0,0
FAM138A,0,0
FAM138B,9,0
FAM138C,0,0
FAM138D,0,0
FAM138E,0,0
FAM138F,0,0
FAM13A,409,0
FAM13A-AS1,11,0
FAM13B,503,266
FAM13C,0,0
FAM149A,10,0
FAM149B1,187,0
FAM151A,11,0
FAM151B,25,0
FAM153A,0,0
FAM153B,0,0
FAM153C,0,0
FAM155A,12,2
FAM155B,64,2
FAM156A,0,0
FAM156B,2,0
FAM157A,5,0
FAM157B,30,0
FAM160A1,1076,4
FAM160A2,996,178
FAM160B1,846,0
FAM160B2,938,2
FAM161A,159,0
FAM161B,187,0
FAM162A,3787,2
FAM162B,0,0
FAM163A,0,0
FAM163B,0,0
FAM166A,2,0
FAM166B,18,0
FAM167A,16,0
FAM167A-AS1,0,0
FAM167B,18,2
FAM168A,907,188
FAM168B,12176,90
FAM169A,446,0
FAM169B,0,0
FAM170A,0,0
FAM170B,0,0
FAM170B-AS1,0,0
FAM171A1,69,40
FAM171A2,585,212
FAM171B,56,4
FAM172A,218,32
FAM172BP,20,0
FAM173A,1274,0
FAM173B,281,0
FAM174A,1004,0
FAM174B,1164,0
FAM177A1,3807,0
FAM177B,1,0
FAM178B,40,0
FAM180A,2,0
FAM180B,0,0
FAM181A,0,0
FAM181A-AS1,0,0
FAM181B,10,2
FAM182A,9,0
FAM182B,51,0
FAM183A,25,0
FAM183BP,2,0
FAM184A,26,0
FAM184B,40,0
FAM185A,157,0
FAM186A,0,0
FAM186B,21,0
FAM187B,0,0
FAM189A1,6,0
FAM189A2,20,2
FAM189B,1656,168
FAM192A,5394,4
FAM193A,311,30
FAM193B,1686,424
FAM196A,4,2
FAM196B,4,0
FAM197Y1,0,0
FAM197Y10,0,0
FAM197Y2,0,0
FAM197Y4,0,0
FAM197Y5,0,0
FAM197Y9,0,0
FAM198A,54,0
FAM198B,661,4
FAM199X,1585,18
FAM19A1,0,0
FAM19A2,0,0
FAM19A3,107,0
FAM19A4,8,0
FAM19A5,7,80
FAM200A,106,0
FAM200B,920,0
FAM201A,105,0
FAM201B,4,0
FAM204A,685,0
FAM205A,4,0
FAM205BP,2,0
FAM206A,731,0
FAM207A,1676,0
FAM208A,1726,72
FAM208B,2084,0
FAM209A,2,0
FAM209B,6,0
FAM20A,7,10
FAM20B,3384,20
FAM20C,4390,2
FAM210A,1586,2
FAM210B,2160,4
FAM212A,20,0
FAM212B,63,0
FAM212B-AS1,0,0
FAM213A,1289,0
FAM213B,1193,2
FAM214A,304,14
FAM214B,986,731
FAM215A,0,0
FAM216A,817,0
FAM216B,0,0
FAM217A,0,0
FAM217B,818,0
FAM218A,36,0
FAM219A,1215,138
FAM219B,1010,26
FAM220A,3128,28
FAM220BP,0,0
FAM221A,268,0
FAM221B,10,0
FAM222A,203,0
FAM222A-AS1,0,0
FAM222B,711,398
FAM223A,0,0
FAM223B,0,0
FAM224A,0,0
FAM224B,0,0
FAM225A,28,0
FAM225B,2,0
FAM226A,16,0
FAM226B,0,0
FAM227A,34,0
FAM227B,44,2
FAM228A,2,0
FAM228B,125,0
FAM229A,75,0
FAM229B,458,0
FAM230A,0,0
FAM230C,0,0
FAM231A,0,0
FAM231B,0,0
FAM231C,0,0
FAM231D,0,0
FAM234A,4518,2
FAM234B,863,0
FAM236A,0,0
FAM236B,0,0
FAM237A,0,0
FAM238A,0,0
FAM238B,0,0
FAM238C,10,0
FAM239B,52,0
FAM241A,1498,0
FAM241B,757,0
FAM24A,0,0
